T_0000000000|spoof
T_0000000001|spoof
T_0000000002|spoof
T_0000000003|spoof
T_0000000004|spoof
T_0000000005|spoof
T_0000000006|spoof
T_0000000007|spoof
T_0000000008|spoof
T_0000000009|spoof
T_0000000010|spoof
T_0000000011|bonafide
T_0000000012|spoof
T_0000000013|spoof
T_0000000014|spoof
T_0000000015|spoof
T_0000000016|spoof
T_0000000017|spoof
T_0000000018|spoof
T_0000000019|bonafide
T_0000000020|spoof
T_0000000021|bonafide
T_0000000022|spoof
T_0000000023|spoof
T_0000000024|spoof
T_0000000025|spoof
T_0000000026|spoof
T_0000000027|spoof
T_0000000028|bonafide
T_0000000029|spoof
T_0000000030|spoof
T_0000000031|spoof
T_0000000032|spoof
T_0000000033|spoof
T_0000000034|spoof
T_0000000035|spoof
T_0000000036|spoof
T_0000000037|spoof
T_0000000038|spoof
T_0000000039|spoof
T_0000000040|spoof
T_0000000041|spoof
T_0000000042|spoof
T_0000000043|spoof
T_0000000044|spoof
T_0000000045|spoof
T_0000000046|spoof
T_0000000047|spoof
T_0000000048|spoof
T_0000000049|bonafide
T_0000000050|spoof
T_0000000051|spoof
T_0000000052|spoof
T_0000000053|spoof
T_0000000054|bonafide
T_0000000055|spoof
T_0000000056|spoof
T_0000000057|spoof
T_0000000058|bonafide
T_0000000059|spoof
T_0000000060|bonafide
T_0000000061|spoof
T_0000000062|bonafide
T_0000000063|spoof
T_0000000064|spoof
T_0000000065|spoof
T_0000000066|spoof
T_0000000067|spoof
T_0000000068|spoof
T_0000000069|spoof
T_0000000070|spoof
T_0000000071|spoof
T_0000000072|spoof
T_0000000073|spoof
T_0000000074|spoof
T_0000000075|spoof
T_0000000076|spoof
T_0000000077|spoof
T_0000000078|spoof
T_0000000079|spoof
T_0000000080|spoof
T_0000000081|spoof
T_0000000082|spoof
T_0000000083|spoof
T_0000000084|spoof
T_0000000085|bonafide
T_0000000086|spoof
T_0000000087|spoof
T_0000000088|spoof
T_0000000089|bonafide
T_0000000090|spoof
T_0000000091|spoof
T_0000000092|bonafide
T_0000000093|spoof
T_0000000094|spoof
T_0000000095|spoof
T_0000000096|spoof
T_0000000097|bonafide
T_0000000098|spoof
T_0000000099|spoof
T_0000000100|spoof
T_0000000101|spoof
T_0000000102|spoof
T_0000000103|spoof
T_0000000104|spoof
T_0000000105|spoof
T_0000000106|spoof
T_0000000107|spoof
T_0000000108|spoof
T_0000000109|spoof
T_0000000110|spoof
T_0000000111|spoof
T_0000000112|spoof
T_0000000113|spoof
T_0000000114|spoof
T_0000000115|spoof
T_0000000116|spoof
T_0000000117|spoof
T_0000000118|spoof
T_0000000119|spoof
T_0000000120|spoof
T_0000000121|spoof
T_0000000122|spoof
T_0000000123|spoof
T_0000000124|bonafide
T_0000000125|spoof
T_0000000126|spoof
T_0000000127|bonafide
T_0000000128|spoof
T_0000000129|bonafide
T_0000000130|spoof
T_0000000131|spoof
T_0000000132|spoof
T_0000000133|spoof
T_0000000134|bonafide
T_0000000135|spoof
T_0000000136|spoof
T_0000000137|spoof
T_0000000138|spoof
T_0000000139|spoof
T_0000000140|spoof
T_0000000141|spoof
T_0000000142|spoof
T_0000000143|spoof
T_0000000144|spoof
T_0000000145|spoof
T_0000000146|spoof
T_0000000147|spoof
T_0000000148|spoof
T_0000000149|spoof
T_0000000150|spoof
T_0000000151|spoof
T_0000000152|spoof
T_0000000153|spoof
T_0000000154|spoof
T_0000000155|spoof
T_0000000156|spoof
T_0000000157|spoof
T_0000000158|spoof
T_0000000159|spoof
T_0000000160|spoof
T_0000000161|spoof
T_0000000162|bonafide
T_0000000163|spoof
T_0000000164|spoof
T_0000000165|spoof
T_0000000166|spoof
T_0000000167|bonafide
T_0000000168|spoof
T_0000000169|spoof
T_0000000170|spoof
T_0000000171|spoof
T_0000000172|spoof
T_0000000173|spoof
T_0000000174|spoof
T_0000000175|spoof
T_0000000176|spoof
T_0000000177|spoof
T_0000000178|spoof
T_0000000179|spoof
T_0000000180|spoof
T_0000000181|spoof
T_0000000182|spoof
T_0000000183|spoof
T_0000000184|spoof
T_0000000185|spoof
T_0000000186|spoof
T_0000000187|spoof
T_0000000188|spoof
T_0000000189|spoof
T_0000000190|spoof
T_0000000191|spoof
T_0000000192|spoof
T_0000000193|spoof
T_0000000194|spoof
T_0000000195|spoof
T_0000000196|bonafide
T_0000000197|spoof
T_0000000198|spoof
T_0000000199|spoof
T_0000000200|spoof
T_0000000201|spoof
T_0000000202|spoof
T_0000000203|bonafide
T_0000000204|bonafide
T_0000000205|spoof
T_0000000206|spoof
T_0000000207|spoof
T_0000000208|spoof
T_0000000209|spoof
T_0000000210|spoof
T_0000000211|spoof
T_0000000212|spoof
T_0000000213|spoof
T_0000000214|spoof
T_0000000215|bonafide
T_0000000216|spoof
T_0000000217|spoof
T_0000000218|spoof
T_0000000219|spoof
T_0000000220|spoof
T_0000000221|bonafide
T_0000000222|spoof
T_0000000223|spoof
T_0000000224|spoof
T_0000000225|spoof
T_0000000226|spoof
T_0000000227|spoof
T_0000000228|spoof
T_0000000229|spoof
T_0000000230|bonafide
T_0000000231|spoof
T_0000000232|spoof
T_0000000233|spoof
T_0000000234|spoof
T_0000000235|spoof
T_0000000236|spoof
T_0000000237|spoof
T_0000000238|spoof
T_0000000239|spoof
T_0000000240|spoof
T_0000000241|spoof
T_0000000242|spoof
T_0000000243|spoof
T_0000000244|spoof
T_0000000245|spoof
T_0000000246|spoof
T_0000000247|spoof
T_0000000248|spoof
T_0000000249|spoof
T_0000000250|spoof
T_0000000251|spoof
T_0000000252|spoof
T_0000000253|spoof
T_0000000254|spoof
T_0000000255|spoof
T_0000000256|spoof
T_0000000257|spoof
T_0000000258|spoof
T_0000000259|spoof
T_0000000260|spoof
T_0000000261|spoof
T_0000000262|spoof
T_0000000263|spoof
T_0000000264|spoof
T_0000000265|spoof
T_0000000266|spoof
T_0000000267|spoof
T_0000000268|spoof
T_0000000269|spoof
T_0000000270|spoof
T_0000000271|bonafide
T_0000000272|spoof
T_0000000273|spoof
T_0000000274|spoof
T_0000000275|spoof
T_0000000276|spoof
T_0000000277|bonafide
T_0000000278|spoof
T_0000000279|bonafide
T_0000000280|spoof
T_0000000281|spoof
T_0000000282|spoof
T_0000000283|spoof
T_0000000284|spoof
T_0000000285|bonafide
T_0000000286|spoof
T_0000000287|spoof
T_0000000288|spoof
T_0000000289|spoof
T_0000000290|spoof
T_0000000291|spoof
T_0000000292|spoof
T_0000000293|spoof
T_0000000294|spoof
T_0000000295|spoof
T_0000000296|spoof
T_0000000297|spoof
T_0000000298|spoof
T_0000000299|spoof
T_0000000300|spoof
T_0000000301|spoof
T_0000000302|spoof
T_0000000303|bonafide
T_0000000304|spoof
T_0000000305|spoof
T_0000000306|spoof
T_0000000307|spoof
T_0000000308|spoof
T_0000000309|spoof
T_0000000310|spoof
T_0000000311|bonafide
T_0000000312|spoof
T_0000000313|spoof
T_0000000314|spoof
T_0000000315|spoof
T_0000000316|spoof
T_0000000317|spoof
T_0000000318|bonafide
T_0000000319|spoof
T_0000000320|spoof
T_0000000321|spoof
T_0000000322|spoof
T_0000000323|spoof
T_0000000324|spoof
T_0000000325|spoof
T_0000000326|spoof
T_0000000327|spoof
T_0000000328|spoof
T_0000000329|spoof
T_0000000330|spoof
T_0000000331|bonafide
T_0000000332|spoof
T_0000000333|spoof
T_0000000334|spoof
T_0000000335|spoof
T_0000000336|spoof
T_0000000337|spoof
T_0000000338|spoof
T_0000000339|spoof
T_0000000340|spoof
T_0000000341|spoof
T_0000000342|spoof
T_0000000343|spoof
T_0000000344|spoof
T_0000000345|spoof
T_0000000346|spoof
T_0000000347|bonafide
T_0000000348|spoof
T_0000000349|spoof
T_0000000350|spoof
T_0000000351|spoof
T_0000000352|spoof
T_0000000353|spoof
T_0000000354|spoof
T_0000000355|spoof
T_0000000356|spoof
T_0000000357|spoof
T_0000000358|spoof
T_0000000359|bonafide
T_0000000360|spoof
T_0000000361|spoof
T_0000000362|spoof
T_0000000363|spoof
T_0000000364|spoof
T_0000000365|spoof
T_0000000366|spoof
T_0000000367|spoof
T_0000000368|spoof
T_0000000369|spoof
T_0000000370|spoof
T_0000000371|spoof
T_0000000372|spoof
T_0000000373|spoof
T_0000000374|spoof
T_0000000375|spoof
T_0000000376|bonafide
T_0000000377|spoof
T_0000000378|spoof
T_0000000379|spoof
T_0000000380|spoof
T_0000000381|spoof
T_0000000382|spoof
T_0000000383|spoof
T_0000000384|spoof
T_0000000385|spoof
T_0000000386|bonafide
T_0000000387|spoof
T_0000000388|spoof
T_0000000389|spoof
T_0000000390|spoof
T_0000000391|spoof
T_0000000392|spoof
T_0000000393|bonafide
T_0000000394|bonafide
T_0000000395|spoof
T_0000000396|spoof
T_0000000397|spoof
T_0000000398|spoof
T_0000000399|spoof
T_0000000400|spoof
T_0000000401|spoof
T_0000000402|spoof
T_0000000403|spoof
T_0000000404|spoof
T_0000000405|bonafide
T_0000000406|spoof
T_0000000407|spoof
T_0000000408|spoof
T_0000000409|bonafide
T_0000000410|spoof
T_0000000411|spoof
T_0000000412|spoof
T_0000000413|spoof
T_0000000414|bonafide
T_0000000415|spoof
T_0000000416|spoof
T_0000000417|spoof
T_0000000418|spoof
T_0000000419|bonafide
T_0000000420|spoof
T_0000000421|spoof
T_0000000422|spoof
T_0000000423|spoof
T_0000000424|spoof
T_0000000425|spoof
T_0000000426|spoof
T_0000000427|spoof
T_0000000428|spoof
T_0000000429|spoof
T_0000000430|spoof
T_0000000431|spoof
T_0000000432|spoof
T_0000000433|spoof
T_0000000434|spoof
T_0000000435|spoof
T_0000000436|spoof
T_0000000437|bonafide
T_0000000438|spoof
T_0000000439|spoof
T_0000000440|spoof
T_0000000441|spoof
T_0000000442|bonafide
T_0000000443|spoof
T_0000000444|spoof
T_0000000445|spoof
T_0000000446|spoof
T_0000000447|spoof
T_0000000448|spoof
T_0000000449|spoof
T_0000000450|spoof
T_0000000451|spoof
T_0000000452|spoof
T_0000000453|spoof
T_0000000454|spoof
T_0000000455|spoof
T_0000000456|spoof
T_0000000457|spoof
T_0000000458|spoof
T_0000000459|spoof
T_0000000460|spoof
T_0000000461|spoof
T_0000000462|spoof
T_0000000463|spoof
T_0000000464|bonafide
T_0000000465|bonafide
T_0000000466|spoof
T_0000000467|spoof
T_0000000468|spoof
T_0000000469|spoof
T_0000000470|spoof
T_0000000471|bonafide
T_0000000472|spoof
T_0000000473|spoof
T_0000000474|spoof
T_0000000475|spoof
T_0000000476|spoof
T_0000000477|spoof
T_0000000478|bonafide
T_0000000479|spoof
T_0000000480|spoof
T_0000000481|spoof
T_0000000482|spoof
T_0000000483|spoof
T_0000000484|spoof
T_0000000485|spoof
T_0000000486|bonafide
T_0000000487|spoof
T_0000000488|spoof
T_0000000489|spoof
T_0000000490|spoof
T_0000000491|spoof
T_0000000492|spoof
T_0000000493|spoof
T_0000000494|bonafide
T_0000000495|spoof
T_0000000496|spoof
T_0000000497|spoof
T_0000000498|spoof
T_0000000499|spoof
T_0000000500|spoof
T_0000000501|spoof
T_0000000502|spoof
T_0000000503|spoof
T_0000000504|spoof
T_0000000505|spoof
T_0000000506|bonafide
T_0000000507|bonafide
T_0000000508|spoof
T_0000000509|spoof
T_0000000510|spoof
T_0000000511|spoof
T_0000000512|spoof
T_0000000513|spoof
T_0000000514|spoof
T_0000000515|spoof
T_0000000516|spoof
T_0000000517|spoof
T_0000000518|spoof
T_0000000519|spoof
T_0000000520|spoof
T_0000000521|spoof
T_0000000522|bonafide
T_0000000523|bonafide
T_0000000524|spoof
T_0000000525|spoof
T_0000000526|spoof
T_0000000527|bonafide
T_0000000528|spoof
T_0000000529|spoof
T_0000000530|bonafide
T_0000000531|spoof
T_0000000532|spoof
T_0000000533|spoof
T_0000000534|spoof
T_0000000535|spoof
T_0000000536|spoof
T_0000000537|spoof
T_0000000538|spoof
T_0000000539|bonafide
T_0000000540|spoof
T_0000000541|spoof
T_0000000542|spoof
T_0000000543|spoof
T_0000000544|spoof
T_0000000545|spoof
T_0000000546|spoof
T_0000000547|spoof
